HUMAN00001	ENSG00000186092
HUMAN05918	ENSG00000215009
HUMAN05919	ENSG00000177675
HUMAN05921	ENSG00000177575
HUMAN05922	ENSG00000111701
HUMAN05923	ENSG00000184344
HUMAN05924	ENSG00000187569
HUMAN05925	ENSG00000198178
HUMAN05926	ENSG00000205857
HUMAN05927	ENSG00000111704
HUMAN05928	ENSG00000173262
HUMAN05933	ENSG00000059804
HUMAN05935	ENSG00000065970
HUMAN05936	ENSG00000171860
HUMAN05937	ENSG00000089818
HUMAN05938	ENSG00000111729
HUMAN05939	ENSG00000196946
HUMAN05941	ENSG00000171847
HUMAN05942	ENSG00000205846
HUMAN05943	ENSG00000166527
HUMAN05944	ENSG00000166523
HUMAN05946	ENSG00000111732
HUMAN05947	ENSG00000197614
HUMAN05949	ENSG00000166532
HUMAN05950	ENSG00000166535
HUMAN05952	ENSG00000111752
HUMAN05955	ENSG00000003056
HUMAN05957	ENSG00000139187
HUMAN05958	ENSG00000175899
HUMAN05959	ENSG00000126838
HUMAN05960	ENSG00000111796
HUMAN05962	ENSG00000069493
HUMAN05965	ENSG00000184293
HUMAN05966	ENSG00000110848
HUMAN05967	ENSG00000150045
HUMAN05968	ENSG00000110852
HUMAN05970	ENSG00000256797
HUMAN05972	ENSG00000188393
HUMAN05973	ENSG00000172322
HUMAN05974	ENSG00000165682
HUMAN05975	ENSG00000256660
HUMAN05976	ENSG00000197992
HUMAN05977	ENSG00000150048
HUMAN05979	ENSG00000172243
HUMAN05984	ENSG00000173391
HUMAN05985	ENSG00000165685
HUMAN05987	ENSG00000139112
HUMAN05990	ENSG00000134539
HUMAN05992	ENSG00000213809
HUMAN05993	ENSG00000183542
HUMAN05994	ENSG00000205810
HUMAN05995	ENSG00000255641
HUMAN05996	ENSG00000205809
HUMAN05998	ENSG00000134545
HUMAN05999	ENSG00000180574
HUMAN06000	ENSG00000111196
HUMAN06002	ENSG00000060140
HUMAN06003	ENSG00000060138
HUMAN06005	ENSG00000121377
HUMAN06006	ENSG00000121314
HUMAN06007	ENSG00000121381
HUMAN06008	ENSG00000121318
HUMAN06009	ENSG00000275778
HUMAN06011	ENSG00000111215
HUMAN06013	ENSG00000212128
HUMAN06014	ENSG00000134551
HUMAN06015	ENSG00000212127
HUMAN06016	ENSG00000212126
HUMAN06017	ENSG00000255837
HUMAN06018	ENSG00000212124
HUMAN06019	ENSG00000256436
HUMAN06020	ENSG00000226761
HUMAN06021	ENSG00000255374
HUMAN06022	ENSG00000256188
HUMAN06023	ENSG00000256537
HUMAN06024	ENSG00000186136
HUMAN06025	ENSG00000197870
HUMAN06026	ENSG00000230657
HUMAN06029	ENSG00000251655
HUMAN06030	ENSG00000121335
HUMAN06031	ENSG00000139083
HUMAN06033	ENSG00000121380
HUMAN06036	ENSG00000070018
HUMAN06037	ENSG00000111261
HUMAN06038	ENSG00000165714
HUMAN06039	ENSG00000111266
HUMAN06040	ENSG00000111269
HUMAN06041	ENSG00000183150
HUMAN06042	ENSG00000111276
HUMAN06045	ENSG00000178878
HUMAN06046	ENSG00000213782
HUMAN06047	ENSG00000013588
HUMAN06049	ENSG00000111291
HUMAN06050	ENSG00000013583
HUMAN06051	ENSG00000084444
HUMAN06052	ENSG00000111305
HUMAN06056	ENSG00000134531
HUMAN06061	ENSG00000273079
HUMAN06062	ENSG00000171681
HUMAN06063	ENSG00000121316
HUMAN06064	ENSG00000070019
HUMAN06065	ENSG00000197837
HUMAN06066	ENSG00000246705
HUMAN06067	ENSG00000084463
HUMAN06068	ENSG00000182993
HUMAN06069	ENSG00000179256
HUMAN06070	ENSG00000111339
HUMAN06072	ENSG00000111341
HUMAN06073	ENSG00000139055
HUMAN06074	ENSG00000111348
HUMAN06075	ENSG00000139053
HUMAN06076	ENSG00000134533
HUMAN06078	ENSG00000151490
HUMAN06079	ENSG00000151491
HUMAN06080	ENSG00000023734
HUMAN06081	ENSG00000023697
HUMAN06082	ENSG00000188991
HUMAN06083	ENSG00000008394
HUMAN06087	ENSG00000048540
HUMAN06088	ENSG00000111404
HUMAN06090	ENSG00000139144
HUMAN06092	ENSG00000139151
HUMAN06094	ENSG00000177938
HUMAN06095	ENSG00000052126
HUMAN06096	ENSG00000139154
HUMAN06099	ENSG00000172572
HUMAN06100	ENSG00000139155
HUMAN06101	ENSG00000111700
HUMAN06102	ENSG00000257046
HUMAN06104	ENSG00000205754
HUMAN06105	ENSG00000257062
HUMAN06106	ENSG00000134538
HUMAN06107	ENSG00000084453
HUMAN06109	ENSG00000121351
HUMAN06112	ENSG00000121350
HUMAN06114	ENSG00000004700
HUMAN06115	ENSG00000111711
HUMAN06116	ENSG00000134548
HUMAN06117	ENSG00000111713
HUMAN06118	ENSG00000111716
HUMAN06119	ENSG00000121361
HUMAN06120	ENSG00000069431
HUMAN06122	ENSG00000111726
HUMAN06123	ENSG00000111728
HUMAN06127	ENSG00000111731
HUMAN06129	ENSG00000139163
HUMAN06131	ENSG00000134532
HUMAN06132	ENSG00000060982
HUMAN06133	ENSG00000118308
HUMAN06136	ENSG00000118307
HUMAN06138	ENSG00000205707
HUMAN06142	ENSG00000133703
HUMAN06145	ENSG00000152936
HUMAN06146	ENSG00000123094
HUMAN06147	ENSG00000123095
HUMAN06148	ENSG00000123096
HUMAN06149	ENSG00000123104
HUMAN06151	ENSG00000064102
HUMAN06152	ENSG00000111790
HUMAN06153	ENSG00000064115
HUMAN06155	ENSG00000152944
HUMAN06157	ENSG00000214700
HUMAN06158	ENSG00000211455
HUMAN06161	ENSG00000029153
HUMAN06162	ENSG00000165935
HUMAN06164	ENSG00000110841
HUMAN06166	ENSG00000174236
HUMAN06167	ENSG00000061794
HUMAN06168	ENSG00000205693
HUMAN06169	ENSG00000087448
HUMAN06170	ENSG00000087494
HUMAN06173	ENSG00000123106
HUMAN06177	ENSG00000064763
HUMAN06179	ENSG00000087502
HUMAN06181	ENSG00000187950
HUMAN06182	ENSG00000133687
HUMAN06184	ENSG00000133704
HUMAN06189	ENSG00000110888
HUMAN06191	ENSG00000110900
HUMAN06193	ENSG00000013573
HUMAN06195	ENSG00000177359
HUMAN06196	ENSG00000139146
HUMAN06198	ENSG00000170456
HUMAN06200	ENSG00000139160
HUMAN06201	ENSG00000151743
HUMAN06204	ENSG00000188375
HUMAN06205	ENSG00000174718
HUMAN06207	ENSG00000151746
HUMAN06210	ENSG00000139132
HUMAN06211	ENSG00000087470
HUMAN06214	ENSG00000139131
HUMAN06215	ENSG00000057294
HUMAN06217	ENSG00000110975
HUMAN06219	ENSG00000139133
HUMAN06220	ENSG00000175548
HUMAN06221	ENSG00000139117
HUMAN06222	ENSG00000139116
HUMAN06223	ENSG00000173208
HUMAN06224	ENSG00000180116
HUMAN06226	ENSG00000151229
HUMAN06227	ENSG00000188906
HUMAN06229	ENSG00000018236
HUMAN06231	ENSG00000165966
HUMAN06232	ENSG00000151233
HUMAN06233	ENSG00000015153
HUMAN06238	ENSG00000134283
HUMAN06241	ENSG00000139168
HUMAN06242	ENSG00000139174
HUMAN06243	ENSG00000173157
HUMAN06245	ENSG00000129317
HUMAN06246	ENSG00000198001
HUMAN06248	ENSG00000151239
HUMAN06251	ENSG00000139173
HUMAN06252	ENSG00000184613
HUMAN06255	ENSG00000185610
HUMAN06256	ENSG00000177119
HUMAN06258	ENSG00000189079
HUMAN06259	ENSG00000139218
HUMAN06263	ENSG00000111371
HUMAN06264	ENSG00000134294
HUMAN06265	ENSG00000139209
HUMAN06267	ENSG00000139211
HUMAN06268	ENSG00000179715
HUMAN06269	ENSG00000005175
HUMAN06270	ENSG00000111405
HUMAN06271	ENSG00000079337
HUMAN06273	ENSG00000211584
HUMAN06274	ENSG00000061273
HUMAN06277	ENSG00000111424
HUMAN06278	ENSG00000134291
HUMAN06281	ENSG00000139219
HUMAN06283	ENSG00000079387
HUMAN06286	ENSG00000152556
HUMAN06290	ENSG00000177981
HUMAN06294	ENSG00000177875
HUMAN06295	ENSG00000172640
HUMAN06296	ENSG00000187166
HUMAN06297	ENSG00000167528
HUMAN06299	ENSG00000139223
HUMAN06300	ENSG00000177627
HUMAN06302	ENSG00000197376
HUMAN06303	ENSG00000167531
HUMAN06304	ENSG00000139620
HUMAN06305	ENSG00000129315
HUMAN06306	ENSG00000257987
HUMAN06308	ENSG00000174233
HUMAN06311	ENSG00000167535
HUMAN06314	ENSG00000174243
HUMAN06317	ENSG00000172602
HUMAN06319	ENSG00000272822
HUMAN06320	ENSG00000139537
HUMAN06321	ENSG00000134285
HUMAN06326	ENSG00000255863
HUMAN06327	ENSG00000134287
HUMAN06328	ENSG00000169884
HUMAN06329	ENSG00000125084
HUMAN06330	ENSG00000181418
HUMAN06332	ENSG00000181929
HUMAN06335	ENSG00000167548
HUMAN06336	ENSG00000167550
HUMAN06338	ENSG00000139549
HUMAN06339	ENSG00000139636
HUMAN06344	ENSG00000123416
HUMAN06346	ENSG00000167552
HUMAN06348	ENSG00000167553
HUMAN06351	ENSG00000135406
HUMAN06353	ENSG00000135451
HUMAN06356	ENSG00000186897
HUMAN06357	ENSG00000178401
HUMAN06358	ENSG00000123352
HUMAN06361	ENSG00000135519
HUMAN06364	ENSG00000187778
HUMAN06365	ENSG00000110844
HUMAN06368	ENSG00000135436
HUMAN06369	ENSG00000161791
HUMAN06371	ENSG00000139644
HUMAN06372	ENSG00000167566
HUMAN06373	ENSG00000186666
HUMAN06374	ENSG00000135472
HUMAN06376	ENSG00000167580
HUMAN06378	ENSG00000161798
HUMAN06379	ENSG00000086159
HUMAN06382	ENSG00000161800
HUMAN06383	ENSG00000110881
HUMAN06386	ENSG00000066117
HUMAN06387	ENSG00000167588
HUMAN06389	ENSG00000178449
HUMAN06392	ENSG00000139624
HUMAN06398	ENSG00000050405
HUMAN06399	ENSG00000185958
HUMAN06400	ENSG00000161813
HUMAN06402	ENSG00000066084
HUMAN06404	ENSG00000123268
HUMAN06406	ENSG00000186452
HUMAN06407	ENSG00000185432
HUMAN06408	ENSG00000214511
HUMAN06410	ENSG00000110911
HUMAN06413	ENSG00000050426
HUMAN06414	ENSG00000110925
HUMAN06415	ENSG00000135457
HUMAN06416	ENSG00000184271
HUMAN06417	ENSG00000183283
HUMAN06420	ENSG00000170545
HUMAN06423	ENSG00000110934
HUMAN06424	ENSG00000139610
HUMAN06425	ENSG00000139629
HUMAN06426	ENSG00000050438
HUMAN06428	ENSG00000196876
HUMAN06429	ENSG00000167612
HUMAN06430	ENSG00000139567
HUMAN06432	ENSG00000135503
HUMAN06434	ENSG00000161835
HUMAN06436	ENSG00000123358
HUMAN06438	ENSG00000123395
HUMAN06439	ENSG00000167767
HUMAN06440	ENSG00000135480
HUMAN06441	ENSG00000170442
HUMAN06442	ENSG00000205426
HUMAN06443	ENSG00000170523
HUMAN06444	ENSG00000135443
HUMAN06445	ENSG00000161849
HUMAN06446	ENSG00000161850
HUMAN06447	ENSG00000170454
HUMAN06448	ENSG00000185479
HUMAN06449	ENSG00000170465
HUMAN06450	ENSG00000205420
HUMAN06451	ENSG00000186081
HUMAN06452	ENSG00000139648
HUMAN06453	ENSG00000170484
HUMAN06454	ENSG00000170486
HUMAN06455	ENSG00000186049
HUMAN06456	ENSG00000172867
HUMAN06457	ENSG00000167768
HUMAN06458	ENSG00000189182
HUMAN06460	ENSG00000185069
HUMAN06461	ENSG00000186442
HUMAN06462	ENSG00000170477
HUMAN06463	ENSG00000185640
HUMAN06465	ENSG00000170423
HUMAN06466	ENSG00000170421
HUMAN06469	ENSG00000111057
HUMAN06470	ENSG00000063046
HUMAN06471	ENSG00000111077
HUMAN06472	ENSG00000167778
HUMAN06473	ENSG00000167779
HUMAN06475	ENSG00000167780
HUMAN06476	ENSG00000139631
HUMAN06477	ENSG00000139651
HUMAN06478	ENSG00000139626
HUMAN06479	ENSG00000172819
HUMAN06481	ENSG00000283536
HUMAN06482	ENSG00000182544
HUMAN06483	ENSG00000135476
HUMAN06485	ENSG00000123349
HUMAN06487	ENSG00000139637
HUMAN06488	ENSG00000094914
HUMAN06489	ENSG00000170374
HUMAN06490	ENSG00000185591
HUMAN06491	ENSG00000135409
HUMAN06492	ENSG00000205352
HUMAN06494	ENSG00000197111
HUMAN06498	ENSG00000139625
HUMAN06499	ENSG00000139546
HUMAN06501	ENSG00000267281
HUMAN06502	ENSG00000139574
HUMAN06503	ENSG00000170653
HUMAN06505	ENSG00000135390
HUMAN06507	ENSG00000012822
HUMAN06509	ENSG00000123364
HUMAN06510	ENSG00000123407
HUMAN06511	ENSG00000123388
HUMAN06512	ENSG00000180818
HUMAN06513	ENSG00000273049
HUMAN06515	ENSG00000197757
HUMAN06516	ENSG00000180806
HUMAN06517	ENSG00000037965
HUMAN06518	ENSG00000198353
HUMAN06519	ENSG00000172789
HUMAN06522	ENSG00000123415
HUMAN06524	ENSG00000094916
HUMAN06525	ENSG00000135486
HUMAN06527	ENSG00000123405
HUMAN06528	ENSG00000111481
HUMAN06531	ENSG00000139572
HUMAN06532	ENSG00000161642
HUMAN06534	ENSG00000161638
HUMAN06535	ENSG00000170627
HUMAN06536	ENSG00000123338
HUMAN06537	ENSG00000123360
HUMAN06541	ENSG00000135447
HUMAN06542	ENSG00000135413
HUMAN06544	ENSG00000161634
HUMAN06546	ENSG00000172551
HUMAN06548	ENSG00000135426
HUMAN06551	ENSG00000123307
HUMAN06552	ENSG00000170605
HUMAN06553	ENSG00000179919
HUMAN06554	ENSG00000197706
HUMAN06555	ENSG00000188324
HUMAN06556	ENSG00000205330
HUMAN06557	ENSG00000205329
HUMAN06558	ENSG00000187857
HUMAN06559	ENSG00000205328
HUMAN06560	ENSG00000185821
HUMAN06561	ENSG00000179695
HUMAN06562	ENSG00000184954
HUMAN06563	ENSG00000205327
HUMAN06564	ENSG00000179626
HUMAN06565	ENSG00000179615
HUMAN06566	ENSG00000175398
HUMAN06567	ENSG00000170439
HUMAN06568	ENSG00000135424
HUMAN06573	ENSG00000135441
HUMAN06575	ENSG00000135437
HUMAN06576	ENSG00000135404
HUMAN06577	ENSG00000135414
HUMAN06578	ENSG00000205323
HUMAN06579	ENSG00000257390
HUMAN06582	ENSG00000123353
HUMAN06583	ENSG00000135392
HUMAN06584	ENSG00000123342
HUMAN06586	ENSG00000170473
HUMAN06591	ENSG00000065357
HUMAN06594	ENSG00000185664
HUMAN06596	ENSG00000123374
HUMAN06597	ENSG00000111540
HUMAN06599	ENSG00000139531
HUMAN06600	ENSG00000123411
HUMAN06601	ENSG00000197728
HUMAN06602	ENSG00000065361
HUMAN06605	ENSG00000170515
HUMAN06607	ENSG00000135482
HUMAN06608	ENSG00000139641
HUMAN06609	ENSG00000196465
HUMAN06612	ENSG00000092841
HUMAN06613	ENSG00000139613
HUMAN06614	ENSG00000181852
HUMAN06616	ENSG00000139579
HUMAN06617	ENSG00000139540
HUMAN06618	ENSG00000139645
HUMAN06620	ENSG00000135469
HUMAN06621	ENSG00000062485
HUMAN06623	ENSG00000144785
HUMAN06625	ENSG00000135473
HUMAN06626	ENSG00000110944
HUMAN06627	ENSG00000170581
HUMAN06628	ENSG00000175336
HUMAN06629	ENSG00000111602
HUMAN06630	ENSG00000135517
HUMAN06631	ENSG00000176422
HUMAN06632	ENSG00000135423
HUMAN06633	ENSG00000076067
HUMAN06636	ENSG00000076108
HUMAN06637	ENSG00000110955
HUMAN06638	ENSG00000110958
HUMAN06639	ENSG00000196531
HUMAN06641	ENSG00000198056
HUMAN06642	ENSG00000025423
HUMAN06643	ENSG00000170426
HUMAN06644	ENSG00000139547
HUMAN06645	ENSG00000166856
HUMAN06647	ENSG00000166860
HUMAN06649	ENSG00000166863
HUMAN06650	ENSG00000166866
HUMAN06651	ENSG00000166881
HUMAN06652	ENSG00000166886
HUMAN06653	ENSG00000166888
HUMAN06654	ENSG00000123384
HUMAN06655	ENSG00000182379
HUMAN06657	ENSG00000182199
HUMAN06659	ENSG00000185633
HUMAN06661	ENSG00000185482
HUMAN06662	ENSG00000179912
HUMAN06663	ENSG00000175189
HUMAN06664	ENSG00000139269
HUMAN06665	ENSG00000111087
HUMAN06666	ENSG00000123329
HUMAN06668	ENSG00000166986
HUMAN06670	ENSG00000175197
HUMAN06671	ENSG00000166987
HUMAN06673	ENSG00000175203
HUMAN06675	ENSG00000155980
HUMAN06676	ENSG00000166908
HUMAN06678	ENSG00000178498
HUMAN06680	ENSG00000240771
HUMAN06681	ENSG00000135502
HUMAN06683	ENSG00000135454
HUMAN06685	ENSG00000135506
HUMAN06688	ENSG00000135439
HUMAN06689	ENSG00000135452
HUMAN06691	ENSG00000135446
HUMAN06693	ENSG00000139266
HUMAN06695	ENSG00000111012
HUMAN06697	ENSG00000037897
HUMAN06700	ENSG00000123427
HUMAN06704	ENSG00000123297
HUMAN06708	ENSG00000135407
HUMAN06709	ENSG00000175215
HUMAN06710	ENSG00000166896
HUMAN06711	ENSG00000139263
HUMAN06713	ENSG00000118596
HUMAN06718	ENSG00000198673
HUMAN06720	ENSG00000135655
HUMAN06723	ENSG00000061987
HUMAN06725	ENSG00000111110
HUMAN06726	ENSG00000166148
HUMAN06727	ENSG00000177990
HUMAN06730	ENSG00000118600
HUMAN06732	ENSG00000196935
HUMAN06733	ENSG00000174206
HUMAN06734	ENSG00000185306
HUMAN06735	ENSG00000184575
HUMAN06736	ENSG00000183735
HUMAN06737	ENSG00000153179
HUMAN06740	ENSG00000135677
HUMAN06742	ENSG00000111490
HUMAN06743	ENSG00000156076
HUMAN06744	ENSG00000174106
HUMAN06746	ENSG00000174099
HUMAN06750	ENSG00000149948
HUMAN06756	ENSG00000139233
HUMAN06757	ENSG00000155957
HUMAN06759	ENSG00000090376
HUMAN06761	ENSG00000127311
HUMAN06762	ENSG00000155974
HUMAN06764	ENSG00000111530
HUMAN06765	ENSG00000127334
HUMAN06767	ENSG00000111537
HUMAN06768	ENSG00000111536
HUMAN06769	ENSG00000127318
HUMAN06771	ENSG00000111554
HUMAN06774	ENSG00000127314
HUMAN06776	ENSG00000111581
HUMAN06777	ENSG00000175782
HUMAN06779	ENSG00000135679
HUMAN06783	ENSG00000135678
HUMAN06785	ENSG00000111605
HUMAN06786	ENSG00000090382
HUMAN06789	ENSG00000127337
HUMAN06790	ENSG00000166225
HUMAN06791	ENSG00000166226
HUMAN06792	ENSG00000198812
HUMAN06793	ENSG00000127325
HUMAN06796	ENSG00000127328
HUMAN06799	ENSG00000166268
HUMAN06800	ENSG00000111596
HUMAN06806	ENSG00000279530
HUMAN06807	ENSG00000135643
HUMAN06808	ENSG00000127329
HUMAN06811	ENSG00000153233
HUMAN06812	ENSG00000127324
HUMAN06813	ENSG00000139292
HUMAN06814	ENSG00000133858
HUMAN06815	ENSG00000173451
HUMAN06817	ENSG00000258064
HUMAN06818	ENSG00000139291
HUMAN06820	ENSG00000080371
HUMAN06821	ENSG00000121749
HUMAN06823	ENSG00000139287
HUMAN06824	ENSG00000072657
HUMAN06825	ENSG00000253719
HUMAN06826	ENSG00000166006
HUMAN06828	ENSG00000180881
HUMAN06831	ENSG00000173401
HUMAN06835	ENSG00000180481
HUMAN06836	ENSG00000139278
HUMAN06837	ENSG00000111615
HUMAN06838	ENSG00000139289
HUMAN06839	ENSG00000187109
HUMAN06842	ENSG00000179941
HUMAN06843	ENSG00000091039
HUMAN06844	ENSG00000186908
HUMAN06849	ENSG00000175183
HUMAN06851	ENSG00000165891
HUMAN06852	ENSG00000067798
HUMAN06854	ENSG00000067715
HUMAN06855	ENSG00000177425
HUMAN06857	ENSG00000058272
HUMAN06859	ENSG00000165899
HUMAN06863	ENSG00000139304
HUMAN06864	ENSG00000111046
HUMAN06865	ENSG00000111049
HUMAN06866	ENSG00000111052
HUMAN06869	ENSG00000111058
HUMAN06870	ENSG00000139220
HUMAN06873	ENSG00000133773
HUMAN06874	ENSG00000127720
HUMAN06877	ENSG00000179104
HUMAN06878	ENSG00000072041
HUMAN06880	ENSG00000231738
HUMAN06882	ENSG00000133640
HUMAN06884	ENSG00000180318
HUMAN06885	ENSG00000198774
HUMAN06886	ENSG00000133636
HUMAN06887	ENSG00000182050
HUMAN06888	ENSG00000165805
HUMAN06889	ENSG00000133641
HUMAN06891	ENSG00000198707
HUMAN06892	ENSG00000139324
HUMAN06893	ENSG00000049130
HUMAN06895	ENSG00000139318
HUMAN06896	ENSG00000139323
HUMAN06897	ENSG00000257594
HUMAN06899	ENSG00000070961
HUMAN06901	ENSG00000197651
HUMAN06902	ENSG00000083782
HUMAN06903	ENSG00000139330
HUMAN06904	ENSG00000139329
HUMAN06905	ENSG00000011465
HUMAN06910	ENSG00000133639
HUMAN06911	ENSG00000205057
HUMAN06912	ENSG00000257127
HUMAN06913	ENSG00000214215
HUMAN06915	ENSG00000187510
HUMAN06916	ENSG00000102189
HUMAN06918	ENSG00000173598
HUMAN06919	ENSG00000177889
HUMAN06921	ENSG00000198015
HUMAN06925	ENSG00000120833
HUMAN06930	ENSG00000169372
HUMAN06933	ENSG00000136040
HUMAN06934	ENSG00000173588
HUMAN06935	ENSG00000057704
HUMAN06938	ENSG00000184752
HUMAN06940	ENSG00000120798
HUMAN06941	ENSG00000180263
HUMAN06942	ENSG00000028203
HUMAN06947	ENSG00000111142
HUMAN06949	ENSG00000136014
HUMAN06950	ENSG00000074527
HUMAN06951	ENSG00000139343
HUMAN06954	ENSG00000165972
HUMAN06957	ENSG00000139344
HUMAN06958	ENSG00000084110
HUMAN06959	ENSG00000111144
HUMAN06960	ENSG00000111145
HUMAN06961	ENSG00000059758
HUMAN06963	ENSG00000188596
HUMAN06964	ENSG00000139350
HUMAN06965	ENSG00000120802
HUMAN06968	ENSG00000075415
HUMAN06973	ENSG00000166130
HUMAN06974	ENSG00000120868
HUMAN06976	ENSG00000185046
HUMAN06978	ENSG00000180219
HUMAN06979	ENSG00000111647
HUMAN06982	ENSG00000075089
HUMAN06985	ENSG00000166153
HUMAN06986	ENSG00000136021
HUMAN06988	ENSG00000179520
HUMAN06992	ENSG00000012504
HUMAN06994	ENSG00000139354
HUMAN06995	ENSG00000151572
HUMAN06996	ENSG00000256870
HUMAN06997	ENSG00000120800
HUMAN06999	ENSG00000120805
HUMAN07001	ENSG00000166211
HUMAN07002	ENSG00000196091
HUMAN07003	ENSG00000111666
HUMAN07006	ENSG00000139351
HUMAN07007	ENSG00000111670
HUMAN07009	ENSG00000136048
HUMAN07012	ENSG00000120860
HUMAN07015	ENSG00000075188
HUMAN07017	ENSG00000185480
HUMAN07019	ENSG00000183395
HUMAN07020	ENSG00000017427
HUMAN07022	ENSG00000171759
HUMAN07023	ENSG00000139352
HUMAN07025	ENSG00000179088
HUMAN07026	ENSG00000136011
HUMAN07028	ENSG00000111696
HUMAN07030	ENSG00000166598
HUMAN07031	ENSG00000204954
HUMAN07035	ENSG00000139372
HUMAN07036	ENSG00000120820
HUMAN07038	ENSG00000111727
HUMAN07039	ENSG00000120837
HUMAN07042	ENSG00000198431
HUMAN07043	ENSG00000255150
HUMAN07045	ENSG00000171310
HUMAN07046	ENSG00000136052
HUMAN07047	ENSG00000151131
HUMAN07048	ENSG00000136010
HUMAN07049	ENSG00000136051
HUMAN07051	ENSG00000136044
HUMAN07053	ENSG00000235162
HUMAN07054	ENSG00000074590
HUMAN07055	ENSG00000136026
HUMAN07057	ENSG00000166046
HUMAN07059	ENSG00000013503
HUMAN07061	ENSG00000111783
HUMAN07063	ENSG00000111785
HUMAN07067	ENSG00000151135
HUMAN07069	ENSG00000120832
HUMAN07070	ENSG00000008405
HUMAN07071	ENSG00000151136
HUMAN07072	ENSG00000136045
HUMAN07073	ENSG00000110851
HUMAN07074	ENSG00000187855
HUMAN07075	ENSG00000075035
HUMAN07076	ENSG00000174600
HUMAN07077	ENSG00000198855
HUMAN07081	ENSG00000075856
HUMAN07085	ENSG00000136003
HUMAN07088	ENSG00000183160
HUMAN07089	ENSG00000110876
HUMAN07090	ENSG00000110880
HUMAN07091	ENSG00000084112
HUMAN07094	ENSG00000110887
HUMAN07095	ENSG00000166111
HUMAN07096	ENSG00000135093
HUMAN07097	ENSG00000189046
HUMAN07099	ENSG00000076248
HUMAN07100	ENSG00000076555
HUMAN07103	ENSG00000139445
HUMAN07104	ENSG00000174527
HUMAN07105	ENSG00000110906
HUMAN07107	ENSG00000151148
HUMAN07111	ENSG00000139428
HUMAN07114	ENSG00000110921
HUMAN07117	ENSG00000139438
HUMAN07118	ENSG00000111199
HUMAN07119	ENSG00000139433
HUMAN07121	ENSG00000139437
HUMAN07122	ENSG00000139436
HUMAN07123	ENSG00000076513
HUMAN07126	ENSG00000174456
HUMAN07130	ENSG00000122970
HUMAN07131	ENSG00000174437
HUMAN07133	ENSG00000196510
HUMAN07134	ENSG00000111229
HUMAN07135	ENSG00000111231
HUMAN07137	ENSG00000204856
HUMAN07138	ENSG00000111237
HUMAN07139	ENSG00000151164
HUMAN07141	ENSG00000196850
HUMAN07147	ENSG00000204852
HUMAN07149	ENSG00000122986
HUMAN07150	ENSG00000186298
HUMAN07153	ENSG00000173093
HUMAN07154	ENSG00000111245
HUMAN07155	ENSG00000111249
HUMAN07157	ENSG00000198324
HUMAN07158	ENSG00000111252
HUMAN07161	ENSG00000204842
HUMAN07165	ENSG00000089234
HUMAN07166	ENSG00000111271
HUMAN07167	ENSG00000257767
HUMAN07168	ENSG00000111275
HUMAN07171	ENSG00000089022
HUMAN07173	ENSG00000198270
HUMAN07175	ENSG00000089248
HUMAN07177	ENSG00000111300
HUMAN07179	ENSG00000135148
HUMAN07181	ENSG00000173064
HUMAN07183	ENSG00000089009
HUMAN07184	ENSG00000179295
HUMAN07186	ENSG00000089169
HUMAN07188	ENSG00000089127
HUMAN07192	ENSG00000111331
HUMAN07195	ENSG00000111335
HUMAN07196	ENSG00000135144
HUMAN07197	ENSG00000111344
HUMAN07198	ENSG00000186710
HUMAN07199	ENSG00000123064
HUMAN07200	ENSG00000139405
HUMAN07201	ENSG00000166578
HUMAN07205	ENSG00000186815
HUMAN07206	ENSG00000089060
HUMAN07208	ENSG00000151176
HUMAN07209	ENSG00000135094
HUMAN07211	ENSG00000139410
HUMAN07212	ENSG00000089116
HUMAN07213	ENSG00000122965
HUMAN07214	ENSG00000089225
HUMAN07215	ENSG00000135111
HUMAN07216	ENSG00000123066
HUMAN07218	ENSG00000258102
HUMAN07219	ENSG00000111412
HUMAN07220	ENSG00000135119
HUMAN07223	ENSG00000135116
HUMAN07224	ENSG00000174989
HUMAN07225	ENSG00000088992
HUMAN07227	ENSG00000135108
HUMAN07228	ENSG00000089250
HUMAN07229	ENSG00000171435
HUMAN07231	ENSG00000111445
HUMAN07232	ENSG00000176871
HUMAN07233	ENSG00000176834
HUMAN07234	ENSG00000089220
HUMAN07235	ENSG00000135090
HUMAN07236	ENSG00000111707
HUMAN07237	ENSG00000139767
HUMAN07238	ENSG00000152137
HUMAN07241	ENSG00000183273
HUMAN07242	ENSG00000224982
HUMAN07243	ENSG00000111725
HUMAN07245	ENSG00000122966
HUMAN07247	ENSG00000279777
HUMAN07248	ENSG00000135127
HUMAN07251	ENSG00000111737
HUMAN07253	ENSG00000089154
HUMAN07254	ENSG00000089157
HUMAN07256	ENSG00000089159
HUMAN07258	ENSG00000089163
HUMAN07259	ENSG00000170890
HUMAN07260	ENSG00000135097
HUMAN07261	ENSG00000111775
HUMAN07262	ENSG00000111780
HUMAN07263	ENSG00000170855
HUMAN07264	ENSG00000257218
HUMAN07266	ENSG00000111786
HUMAN07267	ENSG00000088986
HUMAN07269	ENSG00000110871
HUMAN07272	ENSG00000022840
HUMAN07273	ENSG00000167272
HUMAN07275	ENSG00000157782
HUMAN07276	ENSG00000110917
HUMAN07277	ENSG00000175970
HUMAN07278	ENSG00000122971
HUMAN07280	ENSG00000157837
HUMAN07282	ENSG00000135100
