HUMAN00001	ENST00000335137
HUMAN08777	ENST00000555872
HUMAN08777	ENST00000556005
HUMAN08777	ENST00000556609
HUMAN08777	ENST00000556639
HUMAN08778	ENST00000393454
HUMAN08778	ENST00000335725
HUMAN08781	ENST00000282146
HUMAN08782	ENST00000261303
HUMAN08782	ENST00000543772
HUMAN08783	ENST00000354366
HUMAN08784	ENST00000447653
HUMAN08784	ENST00000661807
HUMAN08785	ENST00000328459
HUMAN08789	ENST00000614987
HUMAN08791	ENST00000256324
HUMAN08791	ENST00000518665
HUMAN08791	ENST00000298858
HUMAN08791	ENST00000412671
HUMAN08791	ENST00000428926
HUMAN08791	ENST00000518868
HUMAN08791	ENST00000520328
HUMAN08791	ENST00000521077
HUMAN08791	ENST00000522322
HUMAN08791	ENST00000523771
HUMAN08791	ENST00000523816
HUMAN08791	ENST00000525393
HUMAN08795	ENST00000531499
HUMAN08795	ENST00000535815
HUMAN08795	ENST00000650645
HUMAN08797	ENST00000389857
HUMAN08799	ENST00000554943
HUMAN08799	ENST00000554684
HUMAN08799	ENST00000555462
HUMAN08800	ENST00000256343
HUMAN08800	ENST00000619027
HUMAN08801	ENST00000435962
HUMAN08801	ENST00000340892
HUMAN08801	ENST00000360594
HUMAN08801	ENST00000556018
HUMAN08801	ENST00000610758
HUMAN08801	ENST00000620359
HUMAN08801	ENST00000632584
HUMAN08801	ENST00000634120
HUMAN08802	ENST00000267620
HUMAN08804	ENST00000267622
HUMAN08805	ENST00000545170
HUMAN08807	ENST00000329559
HUMAN08807	ENST00000553514
HUMAN08807	ENST00000555441
HUMAN08807	ENST00000605997
HUMAN08807	ENST00000617122
HUMAN08808	ENST00000298875
HUMAN08809	ENST00000532405
HUMAN08809	ENST00000393265
HUMAN08809	ENST00000531433
HUMAN08810	ENST00000216487
HUMAN08812	ENST00000334869
HUMAN08812	ENST00000393218
HUMAN08812	ENST00000555699
HUMAN08812	ENST00000557434
HUMAN08814	ENST00000163416
HUMAN08815	ENST00000216492
HUMAN08815	ENST00000613166
HUMAN08816	ENST00000267615
HUMAN08816	ENST00000354313
HUMAN08816	ENST00000556603
HUMAN08816	ENST00000614271
HUMAN08816	ENST00000617836
HUMAN08816	ENST00000626153
HUMAN08817	ENST00000298894
HUMAN08817	ENST00000556883
HUMAN08817	ENST00000616515
HUMAN08817	ENST00000627896
HUMAN08818	ENST00000415050
HUMAN08818	ENST00000283534
HUMAN08818	ENST00000622205
HUMAN08818	ENST00000626767
HUMAN08821	ENST00000306954
HUMAN08821	ENST00000621279
HUMAN08822	ENST00000013070
HUMAN08822	ENST00000619583
HUMAN08823	ENST00000334746
HUMAN08823	ENST00000298896
HUMAN08823	ENST00000554565
HUMAN08823	ENST00000613511
HUMAN08823	ENST00000613725
HUMAN08823	ENST00000627779
HUMAN08825	ENST00000553484
HUMAN08825	ENST00000256339
HUMAN08825	ENST00000393151
HUMAN08825	ENST00000615108
HUMAN08825	ENST00000621021
HUMAN08825	ENST00000627404
HUMAN08825	ENST00000627695
HUMAN08825	ENST00000629588
HUMAN08826	ENST00000342144
HUMAN08826	ENST00000620478
HUMAN08827	ENST00000393140
HUMAN08827	ENST00000316227
HUMAN08827	ENST00000393143
HUMAN08827	ENST00000477603
HUMAN08827	ENST00000611347
HUMAN08827	ENST00000617019
HUMAN08827	ENST00000627063
HUMAN08827	ENST00000629961
HUMAN08828	ENST00000267594
HUMAN08828	ENST00000556222
HUMAN08828	ENST00000557000
HUMAN08828	ENST00000557719
HUMAN08828	ENST00000611800
HUMAN08828	ENST00000617881
HUMAN08828	ENST00000620448
HUMAN08828	ENST00000626058
HUMAN08829	ENST00000555019
HUMAN08829	ENST00000315988
HUMAN08829	ENST00000612647
HUMAN08829	ENST00000629617
HUMAN08831	ENST00000636493
HUMAN08832	ENST00000203664
HUMAN08832	ENST00000553723
HUMAN08832	ENST00000617748
HUMAN08832	ENST00000628711
HUMAN08833	ENST00000621632
HUMAN08833	ENST00000330836
HUMAN08833	ENST00000613280
HUMAN08833	ENST00000618456
HUMAN08834	ENST00000555523
HUMAN08834	ENST00000393115
HUMAN08834	ENST00000611681
HUMAN08834	ENST00000629591
HUMAN08837	ENST00000616764
HUMAN08837	ENST00000612813
HUMAN08837	ENST00000612838
HUMAN08837	ENST00000613997
HUMAN08837	ENST00000615978
HUMAN08837	ENST00000618863
HUMAN08837	ENST00000621160
HUMAN08837	ENST00000627111
HUMAN08839	ENST00000238609
HUMAN08839	ENST00000619362
HUMAN08841	ENST00000304338
HUMAN08841	ENST00000328839
HUMAN08841	ENST00000614957
HUMAN08841	ENST00000619905
HUMAN08843	ENST00000554723
HUMAN08843	ENST00000616057
HUMAN08845	ENST00000341584
HUMAN08845	ENST00000621384
HUMAN08846	ENST00000553483
HUMAN08847	ENST00000440909
HUMAN08847	ENST00000355814
HUMAN08847	ENST00000393087
HUMAN08847	ENST00000393088
HUMAN08847	ENST00000402629
HUMAN08847	ENST00000404814
HUMAN08847	ENST00000437397
HUMAN08847	ENST00000448921
HUMAN08847	ENST00000449399
HUMAN08847	ENST00000489769
HUMAN08847	ENST00000636712
HUMAN08848	ENST00000334708
HUMAN08849	ENST00000337425
HUMAN08849	ENST00000538527
HUMAN08849	ENST00000298845
HUMAN08849	ENST00000380365
HUMAN08849	ENST00000424550
HUMAN08849	ENST00000448305
HUMAN08849	ENST00000546329
HUMAN08851	ENST00000556881
HUMAN08851	ENST00000341228
HUMAN08852	ENST00000557004
HUMAN08852	ENST00000298841
HUMAN08852	ENST00000555095
HUMAN08853	ENST00000553780
HUMAN08853	ENST00000329597
HUMAN08853	ENST00000554276
HUMAN08853	ENST00000554866
HUMAN08855	ENST00000393078
HUMAN08855	ENST00000393080
HUMAN08855	ENST00000467132
HUMAN08855	ENST00000556968
HUMAN08856	ENST00000238558
HUMAN08857	ENST00000343455
HUMAN08857	ENST00000393063
HUMAN08857	ENST00000526495
HUMAN08857	ENST00000527414
HUMAN08857	ENST00000541352
HUMAN08857	ENST00000556045
HUMAN08858	ENST00000298912
HUMAN08861	ENST00000334258
HUMAN08861	ENST00000553340
HUMAN08861	ENST00000557275
HUMAN08862	ENST00000331334
HUMAN08864	ENST00000340722
HUMAN08865	ENST00000554012
HUMAN08865	ENST00000402399
HUMAN08865	ENST00000555202
HUMAN08865	ENST00000556450
HUMAN08867	ENST00000503525
HUMAN08869	ENST00000553764
HUMAN08871	ENST00000554311
HUMAN08871	ENST00000539359
HUMAN08871	ENST00000542454
HUMAN08873	ENST00000216629
HUMAN08873	ENST00000611804
HUMAN08875	ENST00000359933
HUMAN08876	ENST00000438650
HUMAN08876	ENST00000554182
HUMAN08876	ENST00000555181
HUMAN08876	ENST00000556095
HUMAN08877	ENST00000267584
HUMAN08879	ENST00000216277
HUMAN08879	ENST00000557320
HUMAN08882	ENST00000216639
HUMAN08885	ENST00000325812
HUMAN08886	ENST00000357195
HUMAN08886	ENST00000345514
HUMAN08887	ENST00000331768
HUMAN08887	ENST00000329331
HUMAN08888	ENST00000389879
HUMAN08889	ENST00000380243
HUMAN08892	ENST00000330710
HUMAN08892	ENST00000357223
HUMAN08893	ENST00000261835
HUMAN08893	ENST00000380228
HUMAN08895	ENST00000334192
HUMAN08895	ENST00000262233
HUMAN08898	ENST00000392920
HUMAN08898	ENST00000402714
HUMAN08898	ENST00000544450
HUMAN08900	ENST00000305631
HUMAN08901	ENST00000262238
HUMAN08902	ENST00000359232
HUMAN08902	ENST00000392908
HUMAN08902	ENST00000554912
HUMAN08902	ENST00000555927
HUMAN08902	ENST00000556505
HUMAN08905	ENST00000361529
HUMAN08906	ENST00000392882
HUMAN08906	ENST00000344102
HUMAN08906	ENST00000355338
HUMAN08906	ENST00000358655
HUMAN08906	ENST00000556645
HUMAN08906	ENST00000557135
HUMAN08911	ENST00000554998
HUMAN08911	ENST00000335290
HUMAN08911	ENST00000402312
HUMAN08911	ENST00000542471
HUMAN08913	ENST00000637716
HUMAN08914	ENST00000341267
HUMAN08914	ENST00000331224
HUMAN08916	ENST00000534062
HUMAN08916	ENST00000649591
HUMAN08917	ENST00000510508
HUMAN08921	ENST00000328724
HUMAN08921	ENST00000422945
HUMAN08921	ENST00000334743
HUMAN08921	ENST00000350249
HUMAN08921	ENST00000445439
HUMAN08931	ENST00000360184
HUMAN08932	ENST00000334701
HUMAN08932	ENST00000216281
HUMAN08933	ENST00000424963
HUMAN08938	ENST00000361847
HUMAN08938	ENST00000522874
HUMAN08938	ENST00000524214
HUMAN08940	ENST00000442396
HUMAN08940	ENST00000558850
HUMAN08940	ENST00000559185
HUMAN08941	ENST00000536961
HUMAN08941	ENST00000216756
HUMAN08941	ENST00000541568
HUMAN08941	ENST00000559514
HUMAN08943	ENST00000359520
HUMAN08943	ENST00000558678
HUMAN08944	ENST00000286918
HUMAN08944	ENST00000559651
HUMAN08944	ENST00000560748
HUMAN08945	ENST00000262241
HUMAN08946	ENST00000560371
HUMAN08946	ENST00000392745
HUMAN08946	ENST00000539721
HUMAN08947	ENST00000299155
HUMAN08948	ENST00000361246
HUMAN08950	ENST00000634353
HUMAN08951	ENST00000380069
HUMAN08953	ENST00000560869
HUMAN08953	ENST00000333007
HUMAN08956	ENST00000216554
HUMAN08956	ENST00000392715
HUMAN08956	ENST00000558506
HUMAN08957	ENST00000335102
HUMAN08959	ENST00000348956
HUMAN08961	ENST00000389749
HUMAN08962	ENST00000337322
HUMAN08962	ENST00000299204
HUMAN08962	ENST00000445922
HUMAN08963	ENST00000334553
HUMAN08963	ENST00000246489
HUMAN08963	ENST00000347839
HUMAN08963	ENST00000348520
HUMAN08963	ENST00000389744
HUMAN08963	ENST00000452929
HUMAN08963	ENST00000553286
HUMAN08963	ENST00000554228
HUMAN08963	ENST00000557450
HUMAN08963	ENST00000634686
HUMAN08966	ENST00000472726
HUMAN08967	ENST00000409074
HUMAN08972	ENST00000554913
HUMAN08972	ENST00000352127
HUMAN08972	ENST00000553264
HUMAN08972	ENST00000555055
HUMAN08974	ENST00000216602
HUMAN08974	ENST00000311141
HUMAN08978	ENST00000202556
HUMAN08981	ENST00000414262
HUMAN08981	ENST00000286953
HUMAN08981	ENST00000554880
HUMAN08981	ENST00000557040
HUMAN08983	ENST00000409874
HUMAN08984	ENST00000557640
HUMAN08985	ENST00000551177
HUMAN08986	ENST00000423312
HUMAN08989	ENST00000341595
HUMAN08989	ENST00000556573
HUMAN08989	ENST00000625335
HUMAN08989	ENST00000630378
HUMAN08992	ENST00000331952
HUMAN08992	ENST00000619279
HUMAN08993	ENST00000392634
HUMAN08993	ENST00000330634
HUMAN08993	ENST00000398337
HUMAN08995	ENST00000330877
HUMAN08995	ENST00000332972
HUMAN08999	ENST00000329967
HUMAN08999	ENST00000347067
HUMAN09000	ENST00000554581
HUMAN09000	ENST00000349310
HUMAN09000	ENST00000402615
HUMAN09000	ENST00000407796
HUMAN09000	ENST00000554848
HUMAN09000	ENST00000555528
HUMAN09000	ENST00000649815
HUMAN09001	ENST00000555360
HUMAN09001	ENST00000342537
HUMAN09002	ENST00000453495
HUMAN09003	ENST00000540372
HUMAN09004	ENST00000333244
HUMAN09004	ENST00000557457
HUMAN09006	ENST00000547315
HUMAN09007	ENST00000336219
HUMAN09007	ENST00000392590
HUMAN09008	ENST00000329797
HUMAN09008	ENST00000392585
HUMAN09008	ENST00000539291
HUMAN09010	ENST00000331782
HUMAN09010	ENST00000347004
HUMAN09011	ENST00000392568
HUMAN09013	ENST00000547530
HUMAN09013	ENST00000548421
HUMAN09013	ENST00000327359
HUMAN09013	ENST00000379937
HUMAN09013	ENST00000392557
HUMAN09013	ENST00000440513
HUMAN09013	ENST00000446501
HUMAN09016	ENST00000536364
HUMAN09016	ENST00000327471
HUMAN09016	ENST00000392554
HUMAN09016	ENST00000463376
HUMAN09017	ENST00000447393
HUMAN09017	ENST00000325438
HUMAN09017	ENST00000430725
HUMAN09019	ENST00000451127
HUMAN09020	ENST00000331320
HUMAN09020	ENST00000405646
HUMAN09020	ENST00000438610
HUMAN09022	ENST00000483017
HUMAN09022	ENST00000329146
HUMAN09024	ENST00000330233
HUMAN09024	ENST00000392531
HUMAN09024	ENST00000409393
HUMAN09026	ENST00000392523
HUMAN09026	ENST00000329886
HUMAN09026	ENST00000334656
HUMAN09026	ENST00000354560
HUMAN09026	ENST00000392522
HUMAN09026	ENST00000392527
HUMAN09026	ENST00000450383
HUMAN09027	ENST00000392519
HUMAN09027	ENST00000431372
HUMAN09028	ENST00000390539
HUMAN09029	ENST00000390541
HUMAN09029	ENST00000610670
HUMAN09030	ENST00000390543
HUMAN09030	ENST00000618981
HUMAN09031	ENST00000390545
HUMAN09031	ENST00000621803
HUMAN09032	ENST00000390547
HUMAN09032	ENST00000633714
HUMAN09033	ENST00000390548
HUMAN09033	ENST00000631539
HUMAN09034	ENST00000390551
HUMAN09034	ENST00000632774
HUMAN09035	ENST00000390556
HUMAN09035	ENST00000633698
HUMAN09036	ENST00000637539
HUMAN09036	ENST00000390559
HUMAN09036	ENST00000626472
HUMAN09070	ENST00000390593
HUMAN09070	ENST00000633299
HUMAN09071	ENST00000390594
HUMAN09071	ENST00000633350
HUMAN09072	ENST00000390595
HUMAN09072	ENST00000632977
HUMAN09073	ENST00000455737
HUMAN09073	ENST00000631379
HUMAN09074	ENST00000631943
HUMAN09075	ENST00000390597
HUMAN09075	ENST00000560724
HUMAN09076	ENST00000390598
HUMAN09076	ENST00000633988
HUMAN09077	ENST00000632099
HUMAN09078	ENST00000632950
HUMAN09079	ENST00000390601
HUMAN09079	ENST00000634015
HUMAN09080	ENST00000390602
HUMAN09080	ENST00000631975
HUMAN09081	ENST00000390603
HUMAN09081	ENST00000632959
HUMAN09082	ENST00000390604
HUMAN09082	ENST00000631755
HUMAN09083	ENST00000390605
HUMAN09083	ENST00000633147
HUMAN09084	ENST00000390606
HUMAN09085	ENST00000390607
HUMAN09085	ENST00000632980
HUMAN09086	ENST00000390609
HUMAN09086	ENST00000632630
HUMAN09087	ENST00000390610
HUMAN09087	ENST00000633490
HUMAN09088	ENST00000390611
HUMAN09088	ENST00000632457
HUMAN09089	ENST00000390612
HUMAN09089	ENST00000632719
HUMAN09090	ENST00000603660
HUMAN09090	ENST00000633400
HUMAN09091	ENST00000438142
HUMAN09092	ENST00000390615
HUMAN09093	ENST00000390616
HUMAN09093	ENST00000612474
HUMAN09094	ENST00000390617
HUMAN09094	ENST00000632225
HUMAN09095	ENST00000390618
HUMAN09095	ENST00000631785
HUMAN09096	ENST00000390619
HUMAN09096	ENST00000633618
HUMAN09097	ENST00000434710
HUMAN09097	ENST00000633040
HUMAN09098	ENST00000390621
HUMAN09098	ENST00000631826
HUMAN09099	ENST00000390622
HUMAN09099	ENST00000632105
HUMAN09100	ENST00000390624
HUMAN09100	ENST00000632296
HUMAN09101	ENST00000390625
HUMAN09101	ENST00000632211
HUMAN09102	ENST00000390626
HUMAN09102	ENST00000620764
HUMAN09103	ENST00000390627
HUMAN09103	ENST00000633426
HUMAN09104	ENST00000390628
HUMAN09104	ENST00000632614
HUMAN09105	ENST00000390629
HUMAN09105	ENST00000619078
HUMAN09106	ENST00000390630
HUMAN09106	ENST00000632960
HUMAN09107	ENST00000454421
HUMAN09107	ENST00000631710
HUMAN09108	ENST00000390632
HUMAN09108	ENST00000632846
HUMAN09109	ENST00000632507
HUMAN09110	ENST00000390633
HUMAN09110	ENST00000632882
HUMAN09111	ENST00000390634
HUMAN09111	ENST00000632005
HUMAN09112	ENST00000632209
HUMAN09112	ENST00000615784
HUMAN09113	ENST00000624687
HUMAN09113	ENST00000633446
HUMAN09114	ENST00000617374
HUMAN09115	ENST00000433072
HUMAN09115	ENST00000633602
HUMAN09116	ENST00000390636
HUMAN09116	ENST00000631708
HUMAN09117	ENST00000424969
HUMAN09117	ENST00000633987
HUMAN09118	ENST00000390639
HUMAN09119	ENST00000338912
HUMAN09120	ENST00000558565
HUMAN09126	ENST00000619213
HUMAN09127	ENST00000454856
HUMAN09133	ENST00000611217
HUMAN09134	ENST00000332663
HUMAN09135	ENST00000623441
HUMAN09135	ENST00000628444
HUMAN09136	ENST00000604066
HUMAN09136	ENST00000630556
HUMAN09137	ENST00000622410
HUMAN09138	ENST00000439682
HUMAN09138	ENST00000454856
HUMAN09139	ENST00000614722
HUMAN09140	ENST00000328795
HUMAN09141	ENST00000604066
HUMAN09141	ENST00000630556
HUMAN09142	ENST00000557788
HUMAN09143	ENST00000622895
HUMAN09144	ENST00000337435
HUMAN09144	ENST00000437912
HUMAN09144	ENST00000561183
HUMAN09146	ENST00000398014
HUMAN09146	ENST00000337451
HUMAN09146	ENST00000359727
HUMAN09146	ENST00000398013
HUMAN09146	ENST00000539711
HUMAN09147	ENST00000617556
HUMAN09147	ENST00000617928
HUMAN09147	ENST00000610365
HUMAN09152	ENST00000614508
HUMAN09154	ENST00000614055
HUMAN09154	ENST00000611085
HUMAN09154	ENST00000616813
HUMAN09155	ENST00000562295
HUMAN09156	ENST00000567107
HUMAN09158	ENST00000314520
HUMAN09160	ENST00000532292
HUMAN09160	ENST00000650528
HUMAN09161	ENST00000331837
HUMAN09161	ENST00000649030
HUMAN09162	ENST00000329468
HUMAN09163	ENST00000554227
HUMAN09163	ENST00000346403
HUMAN09163	ENST00000390687
HUMAN09163	ENST00000400097
HUMAN09163	ENST00000400100
HUMAN09163	ENST00000577565
HUMAN09163	ENST00000642807
HUMAN09163	ENST00000645002
HUMAN09164	ENST00000577949
HUMAN09164	ENST00000338327
HUMAN09164	ENST00000580062
HUMAN09166	ENST00000397954
HUMAN09166	ENST00000428984
HUMAN09166	ENST00000438097
HUMAN09166	ENST00000566215
HUMAN09166	ENST00000630424
HUMAN09166	ENST00000637886
HUMAN09166	ENST00000638011
HUMAN09166	ENST00000638155
HUMAN09166	ENST00000648336
HUMAN09166	ENST00000649550
HUMAN09166	ENST00000650110
HUMAN09168	ENST00000356865
HUMAN09168	ENST00000389967
HUMAN09168	ENST00000555815
HUMAN09168	ENST00000619904
HUMAN09170	ENST00000541819
HUMAN09173	ENST00000335625
HUMAN09173	ENST00000355395
HUMAN09173	ENST00000400081
HUMAN09174	ENST00000615808
HUMAN09174	ENST00000555083
HUMAN09178	ENST00000354638
HUMAN09178	ENST00000353809
HUMAN09179	ENST00000261609
HUMAN09181	ENST00000525590
HUMAN09181	ENST00000532622
HUMAN09181	ENST00000619115
HUMAN09182	ENST00000525590
HUMAN09182	ENST00000619115
HUMAN09183	ENST00000563027
HUMAN09184	ENST00000567390
HUMAN09185	ENST00000561069
HUMAN09185	ENST00000411764
HUMAN09185	ENST00000558259
HUMAN09185	ENST00000558330
HUMAN09185	ENST00000558402
HUMAN09185	ENST00000612449
HUMAN09185	ENST00000620457
HUMAN09185	ENST00000631894
HUMAN09186	ENST00000261275
HUMAN09187	ENST00000332303
HUMAN09187	ENST00000631973
HUMAN09188	ENST00000356107
HUMAN09191	ENST00000567927
HUMAN09191	ENST00000611771
HUMAN09192	ENST00000569052
HUMAN09192	ENST00000640022
HUMAN09192	ENST00000646079
HUMAN09193	ENST00000299847
HUMAN09194	ENST00000327271
HUMAN09195	ENST00000562783
HUMAN09196	ENST00000566740
HUMAN09197	ENST00000563110
HUMAN09197	ENST00000428041
HUMAN09198	ENST00000362065
HUMAN09198	ENST00000561594
HUMAN09198	ENST00000561607
HUMAN09198	ENST00000565466
HUMAN09198	ENST00000621063
HUMAN09198	ENST00000656435
HUMAN09198	ENST00000657391
HUMAN09198	ENST00000658773
HUMAN09198	ENST00000670849
HUMAN09200	ENST00000435680
HUMAN09200	ENST00000563714
HUMAN09200	ENST00000568604
HUMAN09200	ENST00000621195
HUMAN09201	ENST00000542188
HUMAN09201	ENST00000559179
HUMAN09201	ENST00000256552
HUMAN09201	ENST00000397795
HUMAN09201	ENST00000560658
HUMAN09203	ENST00000307145
HUMAN09203	ENST00000621843
HUMAN09204	ENST00000307050
HUMAN09206	ENST00000454250
HUMAN09206	ENST00000306901
HUMAN09206	ENST00000437966
HUMAN09210	ENST00000512626
HUMAN09211	ENST00000509311
HUMAN09212	ENST00000448387
HUMAN09213	ENST00000361627
HUMAN09213	ENST00000543522
HUMAN09213	ENST00000565905
HUMAN09213	ENST00000567348
HUMAN09213	ENST00000611363
HUMAN09213	ENST00000619401
HUMAN09213	ENST00000622253
HUMAN09214	ENST00000300175
HUMAN09214	ENST00000413748
HUMAN09214	ENST00000614359
HUMAN09214	ENST00000632219
HUMAN09214	ENST00000632674
HUMAN09216	ENST00000622074
HUMAN09216	ENST00000300177
HUMAN09216	ENST00000322805
HUMAN09216	ENST00000560830
HUMAN09216	ENST00000632478
HUMAN09216	ENST00000651081
HUMAN09216	ENST00000651154
HUMAN09216	ENST00000651986
HUMAN09216	ENST00000652365
HUMAN09217	ENST00000334528
HUMAN09217	ENST00000616417
HUMAN09217	ENST00000320930
HUMAN09217	ENST00000558197
HUMAN09221	ENST00000622037
HUMAN09222	ENST00000306730
HUMAN09223	ENST00000383263
HUMAN09223	ENST00000557872
HUMAN09224	ENST00000256545
HUMAN09225	ENST00000397766
HUMAN09226	ENST00000256544
HUMAN09228	ENST00000249209
HUMAN09228	ENST00000267750
HUMAN09230	ENST00000560611
HUMAN09230	ENST00000290209
HUMAN09230	ENST00000354181
HUMAN09230	ENST00000397702
HUMAN09230	ENST00000397707
HUMAN09230	ENST00000458406
HUMAN09230	ENST00000558589
HUMAN09230	ENST00000558667
HUMAN09231	ENST00000328848
HUMAN09232	ENST00000537011
HUMAN09232	ENST00000333756
HUMAN09232	ENST00000438749
HUMAN09232	ENST00000614490
HUMAN09233	ENST00000314891
HUMAN09234	ENST00000432566
HUMAN09234	ENST00000359187
HUMAN09235	ENST00000438958
HUMAN09236	ENST00000290374
HUMAN09237	ENST00000290378
HUMAN09238	ENST00000156471
HUMAN09240	ENST00000356321
HUMAN09241	ENST00000528386
HUMAN09242	ENST00000256538
HUMAN09242	ENST00000440392
HUMAN09244	ENST00000569302
HUMAN09246	ENST00000561208
HUMAN09246	ENST00000314177
HUMAN09246	ENST00000338564
HUMAN09246	ENST00000340545
HUMAN09246	ENST00000397620
HUMAN09246	ENST00000397624
HUMAN09246	ENST00000424352
HUMAN09246	ENST00000557796
HUMAN09246	ENST00000559085
HUMAN09246	ENST00000559561
HUMAN09248	ENST00000319669
HUMAN09248	ENST00000559502
HUMAN09249	ENST00000299084
HUMAN09250	ENST00000397609
HUMAN09250	ENST00000491535
HUMAN09251	ENST00000561180
HUMAN09253	ENST00000318792
HUMAN09254	ENST00000260356
HUMAN09255	ENST00000350221
HUMAN09256	ENST00000561100
HUMAN09256	ENST00000299092
HUMAN09256	ENST00000543580
HUMAN09257	ENST00000263791
HUMAN09257	ENST00000559624
HUMAN09259	ENST00000267884
HUMAN09261	ENST00000354670
HUMAN09261	ENST00000397573
HUMAN09261	ENST00000431415
HUMAN09261	ENST00000558774
HUMAN09261	ENST00000559701
HUMAN09261	ENST00000561282
HUMAN09261	ENST00000561360
HUMAN09263	ENST00000412359
HUMAN09263	ENST00000287598
HUMAN09264	ENST00000441369
HUMAN09264	ENST00000558658
HUMAN09264	ENST00000260404
HUMAN09264	ENST00000453867
HUMAN09264	ENST00000455577
HUMAN09264	ENST00000542403
HUMAN09264	ENST00000560346
HUMAN09268	ENST00000260402
HUMAN09268	ENST00000456256
HUMAN09268	ENST00000557821
HUMAN09269	ENST00000434396
HUMAN09270	ENST00000559313
HUMAN09270	ENST00000397536
HUMAN09271	ENST00000448599
HUMAN09272	ENST00000267889
HUMAN09277	ENST00000487418
HUMAN09277	ENST00000650656
HUMAN09277	ENST00000651168
HUMAN09282	ENST00000416165
HUMAN09282	ENST00000560846
HUMAN09282	ENST00000561234
HUMAN09283	ENST00000306243
HUMAN09286	ENST00000558750
HUMAN09286	ENST00000358005
HUMAN09286	ENST00000416810
HUMAN09286	ENST00000558871
HUMAN09286	ENST00000559153
HUMAN09286	ENST00000559291
HUMAN09286	ENST00000561011
HUMAN09287	ENST00000315616
HUMAN09287	ENST00000559271
HUMAN09288	ENST00000346991
HUMAN09288	ENST00000399668
HUMAN09290	ENST00000267868
HUMAN09290	ENST00000532743
HUMAN09290	ENST00000382643
HUMAN09290	ENST00000423169
HUMAN09290	ENST00000557850
HUMAN09290	ENST00000645673
HUMAN09292	ENST00000260385
HUMAN09292	ENST00000338376
HUMAN09294	ENST00000260447
HUMAN09294	ENST00000559445
HUMAN09295	ENST00000220496
HUMAN09298	ENST00000344320
HUMAN09299	ENST00000336455
HUMAN09299	ENST00000355341
HUMAN09299	ENST00000299173
HUMAN09299	ENST00000564258
HUMAN09302	ENST00000427255
HUMAN09303	ENST00000344051
HUMAN09303	ENST00000562057
HUMAN09305	ENST00000220507
HUMAN09306	ENST00000220509
HUMAN09308	ENST00000249749
HUMAN09309	ENST00000446533
HUMAN09310	ENST00000361937
HUMAN09310	ENST00000401393
HUMAN09310	ENST00000648947
HUMAN09312	ENST00000458580
HUMAN09312	ENST00000314992
HUMAN09313	ENST00000334660
HUMAN09314	ENST00000220514
HUMAN09316	ENST00000559596
HUMAN09316	ENST00000260359
HUMAN09316	ENST00000414849
HUMAN09316	ENST00000450592
HUMAN09316	ENST00000560177
